1736	834501	314685
1737	1291572	470356
1738	996229	382108
1739	984355	376478
1740	1093420	407649
1741	808525	301539
1742	959551	370932
1743	855853	326872
1744	1018753	392619
1745	821571	312358
1746	833950	313950
1747	1177318	456690
1748	1123333	430518
1749	999876	386273
1750	1374212	524869
1751	1363982	509843
1752	1171916	435603
1753	1368982	507093
1754	1299145	491655
1755	1333532	502464
1756	854800	320196
1757	1093465	408046
1758	1220024	455210
1759	1412099	540662
1760	1123621	428545
1761	1217608	461714
1762	1040016	398509
1763	1285693	489709
1764	1292976	494743
1765	1197418	449532
1766	1684232	636616
1767	1325868	505015
1768	1546392	585878
1769	1425645	537786
1770	1424056	540177
1771	1239348	473750
1772	1276903	489976
1773	1280339	487798
1774	1292589	491406
1775	1589819	602531
1776	1768297	666774
1777	1519660	576371
1778	1420693	537237
1779	1296133	492526
1780	1334042	505606
1781	1543433	580878
1782	1568296	592140
1783	1481786	555424
1784	1524323	583224
1785	1601491	603100
1786	1760145	660263
1787	1949588	744461
1788	2114051	796614
1789	1863596	716004
1790	1933457	733134
1791	2087435	786056
1792	2181764	820646
1793	2069944	777603
1794	2192249	839747
1795	2276733	863812
1796	2439462	922013
1797	2345990	884151
1798	2242609	852688
1799	2322814	873069
1800	2805841	1063252
1801	3368032	1282693
1802	3199498	1224536
1803	3354466	1277003
1804	3524321	1337142
1805	3888846	1482672
1806	3666482	1385475
1807	3899259	1494167
1808	3657025	1387163
1809	3952918	1500943
1810	4101768	1565222
1811	4492697	1705770
1812	4414853	1697288
1813	4121078	1563895
1814	4537536	1729299
1815	4072582	1552778
1816	4125775	1553744
1817	4347516	1648155
1818	4725803	1796900
1819	4504616	1715480
1820	4855149	1848842
1821	4418593	1659995
1822	5189912	1950820
1823	4895700	1867845
1824	5637092	2114830
1825	5563531	2078372
1826	4924849	1824093
1827	4761776	1786237
1828	4919268	1821709
1829	5292097	1965487
1830	5293977	1985386
1831	5349088	2013191
1832	5126713	1959388
1833	4877708	1824926
1834	5234442	1964157
1835	5567527	2094127
1836	5734316	2135997
1837	5230938	1946129
1838	5592605	2066467
1839	6169638	2292860
1840	6385451	2371735
1841	6149134	2296939
1842	5705817	2127349
1843	6177086	2319337
1844	6511829	2427941
1845	6799874	2533039
1846	6975297	2614903
1847	6942704	2622585
1848	6991111	2614757
1849	6926564	2602061
1850	7334714	2759525
1851	7701923	2856579
1852	7750557	2897095
1853	8070845	2987641
1854	8714979	3272149
1855	8192263	3089123
1856	8155979	3082772
1857	8029451	3040846
1858	7978796	2962923
1859	8329967	3125528
1860	8286084	3131450
1861	7308969	2727424
1862	6611605	2482986
1863	6975337	2600866
1864	7752224	2888627
1865	7436672	2794172
1866	7878995	2969247
1867	7772977	2944812
1868	8064577	3073660
1869	8307322	3112331
1870	8332100	3117924
1871	8275511	3129313
1872	8565948	3213869
1873	8580962	3240271
1874	8833604	3321246
1875	9061256	3426309
1876	9390999	3557093
1877	9147272	3478968
1878	9184989	3483671
1879	9113723	3431437
1880	10075045	3796821
1881	9877845	3743085
1882	10521499	3982355
1883	10871194	4130461
1884	10620386	4063731
1885	10466298	4003569
1886	9826642	3758821
1887	10010529	3788368
1888	10257541	3902911
1889	10225355	3886282
1890	10330757	3914766
1891	10729211	4063547
1892	11165582	4229180
1893	11095353	4221250
1894	10446004	3981632
1895	11587935	4417974
1896	11911892	4502300
1897	11639727	4427562
1898	12052499	4589441
1899	12472178	4735771
1900	13126860	5004126
1901	12716919	4826796
1902	13339540	5142775
1903	12809241	4925308
1904	13447151	5174224
1905	13553338	5188623
1906	13928040	5365269
1907	14030394	5420649
1908	13863208	5353459
1909	13329526	5123495
1910	13948765	5359455
1911	13610447	5247605
1912	14357851	5555553
1913	13557220	5231066
1914	13513591	5231668
1915	12572862	4916357
1916	12295918	4812913
1917	12253192	4768428
1918	11242137	4398037
1919	12136466	4711836
1920	13927078	5428840
1921	13099180	5089663
1922	14222878	5536413
1923	13980945	5414150
1924	13502074	5237382
1925	14114868	5476915
1926	13957808	5389817
1927	15246736	5862302
1928	15298985	5870874
1929	14602026	5608265
1930	15214621	5857971
1931	15042472	5817007
1932	14202234	5460223
1933	13536653	5195944
1934	14055880	5439370
1935	15093738	5841771
1936	15534128	5981471
1937	15574013	6041304
1938	15845933	6157610
1939	15701445	6076251
1940	15350348	5947730
1941	14332401	5600650
1942	14092444	5489436
1943	12942803	5068705
1944	12397129	4785466
1945	13442732	5162622
1946	15647608	5985263
1947	17107263	6603238
1948	18160841	6975779
1949	19097332	7369983
1950	18982823	7316934
1951	19247716	7410637
1952	19534040	7501959
1953	19722687	7531999
1954	19792148	7601851
1955	20539913	7857939
1956	21335841	8121309
1957	22070625	8430330
1958	22925098	8695796
1959	23247100	8854250
1960	24695666	9397369
1961	25998223	9887362
1962	27460946	10405010
1963	28221646	10711925
1964	28835487	10897346
1965	29772564	11268442
1966	31057189	11761132
1967	32062751	12115069
1968	33207976	12539630
1969	33928651	12797729
1970	34318332	12950091
1971	34443261	13019075
1972	34935761	13194927
1973	34472347	13048306
1974	34992076	13248348
1975	35240109	13378508
1976	35986373	13633121
1977	36497494	13853238
1978	36872282	13976259
1979	37302432	14143105
1980	37395049	14213693
1981	37525655	14261535
1982	38218748	14539387
1983	38834220	14751514
1984	39574190	15047096
1985	40053642	15235298
1986	40986665	15582158
1987	41255991	15695037
1988	42056143	15986572
1989	42856091	16290892
1990	43720847	16613567
1991	43566916	16537198
1992	44811888	17035416
1993	44617910	16975241
1994	45621650	17346131
1995	45981327	17470529
1996	47252660	17918523
1997	47237235	17901386
1998	47817662	18096509
1999	48727189	18445125
2000	49968477	18869831
2001	49980732	18879724
2002	50580916	19112435
2003	51832231	19538595
2004	52791907	19844403
2005	51775992	19510978
2006	53093670	19952152
2007	52690316	19804152
2008	54186947	20355300
